,train_loss,val_loss,l2sum,deltaphi,deltaeta,deltaR,mt,norm_mt,mass,pt,eta,phi,px,py,pz,energy
637,10.870685379943847,11.447568893432617,1.4931560366239864,0.23425288498401642,0.21242530643939972,0.21974866092205048,15.905579566955566,5.493099592968065e-07,46.34170150756836,14.090139389038086,0.6658844351768494,1.8071006536483765,11.895424842834473,6.781673908233643,26.183229446411133,24.481252670288086
638,10.844058738861085,11.357412338256836,1.4928400443459395,0.2325381338596344,0.2122863084077835,0.2195306271314621,15.759052276611328,9.942671397311642e-08,46.038970947265625,13.912094116210938,0.6652083396911621,1.8074309825897217,11.423027992248535,6.79005765914917,26.138294219970703,24.44786834716797
639,10.79147715133667,11.265307426452637,1.4925664642942138,0.2328539341688156,0.21217182278633118,0.2189377248287201,15.578949928283691,0.010616032406687737,45.67267608642578,13.830467224121094,0.6656612753868103,1.807643175125122,11.117594718933105,6.6935553550720215,26.364107131958008,24.043771743774414
640,10.749634382324219,11.135855674743652,1.4922842201776803,0.2333909422159195,0.21201494336128235,0.22006919980049133,15.406485557556152,0.0017883300315588713,45.382205963134766,13.806397438049316,0.6658304333686829,1.8073469400405884,11.347881317138672,6.505360126495361,25.898719787597656,23.27863883972168
641,10.720075206146241,11.033902168273926,1.4920191491837613,0.23260758817195892,0.21151262521743774,0.2193501591682434,15.493242263793945,5.809014692204073e-05,44.90557861328125,13.720983505249023,0.6658522486686707,1.8061267137527466,11.001446723937988,6.401668548583984,25.819915771484375,22.962385177612305
642,10.664494530181885,11.123028755187988,1.4917768672166858,0.23439565300941467,0.2117733359336853,0.2191213071346283,15.01481819152832,1.8595078472571913e-06,44.7990837097168,13.711825370788574,0.6659072041511536,1.8057836294174194,11.04250717163086,6.376150608062744,26.83566665649414,23.682334899902344
643,10.628074914245605,11.085196495056152,1.4914886858023237,0.232948899269104,0.2115241289138794,0.2190726399421692,14.814732551574707,0.0004956327611580491,44.33480453491211,13.743980407714844,0.6661055684089661,1.8054413795471191,10.363533973693848,6.606112957000732,26.762670516967773,24.346147537231445
644,10.605501535797119,10.866721153259277,1.491191343171522,0.23283080756664276,0.21162471175193787,0.21771591901779175,14.774943351745605,0.0036454431246966124,44.1153564453125,13.5066556930542,0.6657290458679199,1.804585337638855,10.232010841369629,6.566708087921143,25.991579055786133,22.943992614746094
645,10.56922119064331,10.855932235717773,1.490924806916155,0.23147225379943848,0.21065625548362732,0.2184024304151535,14.646622657775879,8.639755833428353e-06,44.1014518737793,13.478628158569336,0.6657308340072632,1.806660771369934,9.54769515991211,6.997349262237549,26.14361572265625,23.078828811645508
646,10.541163102416991,10.708749771118164,1.4906096171180252,0.23026756942272186,0.21040567755699158,0.21703368425369263,14.663841247558594,1.2922420182803762e-06,43.659507751464844,13.37624740600586,0.6654034852981567,1.8071701526641846,9.484658241271973,6.891812324523926,25.68890953063965,22.318490982055664
647,10.477747243652344,10.831853866577148,1.490322834084509,0.23259416222572327,0.21011321246623993,0.2178104966878891,14.4301176071167,5.1074912335025147e-05,43.3375244140625,13.299906730651855,0.6660877466201782,1.8048734664916992,9.336127281188965,6.877525329589844,26.95036506652832,23.450992584228516
648,10.447951960296631,10.759981155395508,1.4900719208235387,0.2324514240026474,0.21017388999462128,0.21726685762405396,14.293864250183105,4.834923288399295e-07,43.09257888793945,13.284847259521484,0.6661025881767273,1.8065414428710938,9.278031349182129,6.79072904586792,27.099056243896484,22.908117294311523
649,10.418761908874512,10.630644798278809,1.4898076976824086,0.23099491000175476,0.20923717319965363,0.21777445077896118,14.242263793945312,0.0036785516422241926,42.9284553527832,13.251378059387207,0.665690004825592,1.8078826665878296,9.235981941223145,6.808651924133301,26.214221954345703,22.382158279418945
650,10.366045473022462,10.7219820022583,1.4895513262599707,0.23445601761341095,0.20925086736679077,0.21855419874191284,14.171318054199219,0.0015526536153629422,42.48583221435547,13.293743133544922,0.666323184967041,1.8065038919448853,9.634212493896484,6.453429698944092,27.375526428222656,22.835052490234375
651,10.354414340057373,10.720718383789062,1.4892564773617778,0.23129373788833618,0.20834845304489136,0.21791332960128784,14.072023391723633,3.886083050019806e-06,42.74649429321289,13.192280769348145,0.6660172939300537,1.8076986074447632,9.249235153198242,6.731828212738037,27.17758560180664,23.068635940551758
